"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
2542;"a1956";"2019-11-21 13:18:04";"Re_Work Station";"30N004000346";"Update to new firmware";1;0
2543;"a1956";"2019-11-21 13:18:06";"Re_Work Station";"30N004000373";"Update to new firmware";1;0
2544;"a1956";"2019-11-21 13:18:10";"Re_Work Station";"30N004000110";"Update to new firmware";1;0
2545;"a1956";"2019-11-21 13:18:12";"Re_Work Station";"30N004000376";"Update to new firmware";1;0
2546;"a1956";"2019-11-21 13:18:19";"Re_Work Station";"30N004000121";"Update to new firmware";1;0
2547;"a1956";"2019-11-21 13:18:32";"Re_Work Station";"30N004000377";"Update to new firmware";1;0
2548;"a1956";"2019-11-21 13:18:35";"Re_Work Station";"30N004000283";"Update to new firmware";1;0
2549;"a1956";"2019-11-21 13:18:36";"Re_Work Station";"30N004000116";"Update to new firmware";1;0
2550;"a1956";"2019-11-21 13:18:39";"Re_Work Station";"30N004000372";"Update to new firmware";1;0
2551;"a1956";"2019-11-21 13:18:40";"Re_Work Station";"30N004000239";"Update to new firmware";1;0
2552;"a1956";"2019-11-22 09:02:02";"Assembly Station";"30N004000234";"Assembler Controller Serial Number : 30N004000234";0;0
2553;"a1956";"2019-11-22 09:02:04";"Assembly Station";"30N004000325";"Assembler Controller Serial Number : 30N004000325";0;0
2554;"a1956";"2019-11-22 09:02:34";"Assembly Station";"30N004000188";"Assembler Controller Serial Number : 30N004000188";0;0
2555;"a1956";"2019-11-22 09:02:38";"Assembly Station";"30N004000314";"Assembler Controller Serial Number : 30N004000314";0;0
2556;"a1956";"2019-11-22 09:02:39";"Assembly Station";"30N004000068";"Assembler Controller Serial Number : 30N004000068";0;0
2557;"a1956";"2019-11-22 09:02:45";"Assembly Station";"30N004000375";"Assembler Controller Serial Number : 30N004000375";0;0
2558;"a1956";"2019-11-22 09:02:46";"Assembly Station";"30N004000103";"Assembler Controller Serial Number : 30N004000103";0;0
2559;"a1956";"2019-11-22 09:02:48";"Assembly Station";"30N004000226";"Assembler Controller Serial Number : 30N004000226";0;0
2560;"a1956";"2019-11-22 09:02:50";"Assembly Station";"30N004000334";"Assembler Controller Serial Number : 30N004000334";0;0
2561;"a1956";"2019-11-22 09:02:51";"Assembly Station";"30N004000323";"Assembler Controller Serial Number : 30N004000323";0;0
2562;"a1956";"2019-11-22 09:02:55";"Assembly Station";"30N004000346";"Assembler Controller Serial Number : 30N004000346";0;0
2563;"a1956";"2019-11-22 09:02:57";"Assembly Station";"30N004000373";"Assembler Controller Serial Number : 30N004000373";0;0
2564;"a1956";"2019-11-22 09:02:59";"Assembly Station";"30N004000110";"Assembler Controller Serial Number : 30N004000110";0;0
2565;"a1956";"2019-11-22 09:03:06";"Assembly Station";"30N004000376";"Assembler Controller Serial Number : 30N004000376";0;0
2566;"a1956";"2019-11-22 09:03:08";"Assembly Station";"30N004000121";"Assembler Controller Serial Number : 30N004000121";0;0
2567;"a1956";"2019-11-22 09:03:12";"Assembly Station";"30N004000377";"Assembler Controller Serial Number : 30N004000377";0;0
2568;"a1956";"2019-11-22 09:03:16";"Assembly Station";"30N004000283";"Assembler Controller Serial Number : 30N004000283";0;0
2569;"a1956";"2019-11-22 09:03:18";"Assembly Station";"30N004000116";"Assembler Controller Serial Number : 30N004000116";0;0
2570;"a1956";"2019-11-22 09:03:21";"Assembly Station";"30N004000372";"Assembler Controller Serial Number : 30N004000372";0;0
2571;"a1956";"2019-11-22 09:03:33";"Assembly Station";"30N004000239";"Assembler Controller Serial Number : 30N004000239";0;0
2572;"a1956";"2019-11-22 11:03:50";"Firmware Update Station";"30N004000234";"Firmware updated SN: 30N004000234";0;0
2573;"a1956";"2019-11-22 11:03:51";"Firmware Update Station";"30N004000325";"Firmware updated SN: 30N004000325";0;0
2574;"a1956";"2019-11-22 11:03:53";"Firmware Update Station";"30N004000188";"Firmware updated SN: 30N004000188";0;0
2575;"a1956";"2019-11-22 11:03:55";"Firmware Update Station";"30N004000314";"Firmware updated SN: 30N004000314";0;0
2576;"a1956";"2019-11-22 11:03:57";"Firmware Update Station";"30N004000068";"Firmware updated SN: 30N004000068";0;0
2577;"a1956";"2019-11-22 11:04:01";"Firmware Update Station";"30N004000375";"Firmware updated SN: 30N004000375";0;0
2578;"a1956";"2019-11-22 11:04:03";"Firmware Update Station";"30N004000103";"Firmware updated SN: 30N004000103";0;0
2579;"a1956";"2019-11-22 11:04:04";"Firmware Update Station";"30N004000226";"Firmware updated SN: 30N004000226";0;0
2580;"a1956";"2019-11-22 11:04:08";"Firmware Update Station";"30N004000334";"Firmware updated SN: 30N004000334";0;0
2581;"a1956";"2019-11-22 11:04:10";"Firmware Update Station";"30N004000323";"Firmware updated SN: 30N004000323";0;0
2582;"a1956";"2019-11-22 11:04:14";"Firmware Update Station";"30N004000346";"Firmware updated SN: 30N004000346";0;0
2583;"a1956";"2019-11-22 14:04:31";"Firmware Update Station";"30N004000373";"Firmware updated SN: 30N004000373";0;0
2584;"a1956";"2019-11-22 14:04:33";"Firmware Update Station";"30N004000110";"Firmware updated SN: 30N004000110";0;0
2585;"a1956";"2019-11-22 14:04:36";"Firmware Update Station";"30N004000376";"Firmware updated SN: 30N004000376";0;0
2586;"a1956";"2019-11-22 14:04:43";"Firmware Update Station";"30N004000121";"Firmware updated SN: 30N004000121";0;0
2587;"a1956";"2019-11-22 14:04:46";"Firmware Update Station";"30N004000377";"Firmware updated SN: 30N004000377";0;0
2588;"a1956";"2019-11-22 14:04:48";"Firmware Update Station";"30N004000283";"Firmware updated SN: 30N004000283";0;0
2589;"a1956";"2019-11-22 14:04:51";"Firmware Update Station";"30N004000116";"Firmware updated SN: 30N004000116";0;0
2590;"a1956";"2019-11-22 14:04:53";"Firmware Update Station";"30N004000372";"Firmware updated SN: 30N004000372";0;0
2591;"a1956";"2019-11-22 14:04:56";"Firmware Update Station";"30N004000239";"Firmware updated SN: 30N004000239";0;0
2592;"a1956";"2019-11-22 14:06:41";"Re_Work Station";"30N004000200";"Update new software/ firmware";1;0
2593;"a1956";"2019-11-22 14:06:42";"Re_Work Station";"30N004000058";"Update new software/ firmware";1;0
2594;"a1956";"2019-11-22 14:06:43";"Re_Work Station";"30N004000393";"Update new software/ firmware";1;0
2595;"a1956";"2019-11-22 14:06:44";"Re_Work Station";"30N004000232";"Update new software/ firmware";1;0
2596;"a1956";"2019-11-22 14:06:46";"Re_Work Station";"30N004000063";"Update new software/ firmware";1;0
2597;"a1956";"2019-11-22 14:06:55";"Assembly Station";"30N004000200";"Assembler Controller Serial Number : 30N004000200";0;0
2598;"a1956";"2019-11-22 14:06:56";"Assembly Station";"30N004000058";"Assembler Controller Serial Number : 30N004000058";0;0
2599;"a1956";"2019-11-22 14:06:57";"Assembly Station";"30N004000393";"Assembler Controller Serial Number : 30N004000393";0;0
2600;"a1956";"2019-11-22 14:06:58";"Assembly Station";"30N004000232";"Assembler Controller Serial Number : 30N004000232";0;0
2601;"a1956";"2019-11-22 14:07:02";"Assembly Station";"30N004000063";"Assembler Controller Serial Number : 30N004000063";0;0
2602;"a1956";"2019-11-22 14:11:04";"Firmware Update Station";"30N004000200";"Firmware updated SN: 30N004000200";0;0
2603;"a1956";"2019-11-22 14:11:05";"Firmware Update Station";"30N004000058";"Firmware updated SN: 30N004000058";0;0
2604;"a1956";"2019-11-22 14:11:06";"Firmware Update Station";"30N004000393";"Firmware updated SN: 30N004000393";0;0
2605;"a1956";"2019-11-22 14:11:07";"Firmware Update Station";"30N004000232";"Firmware updated SN: 30N004000232";0;0
2606;"a1956";"2019-11-22 14:11:12";"Firmware Update Station";"30N004000063";"Firmware updated SN: 30N004000063";0;0
2607;"a1956";"2019-11-22 14:11:29";"Firmware Update Station";"30N005002104";"Firmware updated SN: 30N005002104";0;0
2608;"a1956";"2019-11-22 14:11:31";"Firmware Update Station";"30N005002480";"Firmware updated SN: 30N005002480";0;0
2609;"a1956";"2019-11-22 14:11:32";"Firmware Update Station";"30N005001928";"Firmware updated SN: 30N005001928";0;0
2610;"a1956";"2019-11-22 14:11:34";"Firmware Update Station";"30N005001872";"Firmware updated SN: 30N005001872";0;0
2611;"a1956";"2019-11-22 14:11:42";"Firmware Update Station";"30N005001958";"Firmware updated SN: 30N005001958";0;0
2612;"a1956";"2019-11-22 14:11:47";"Firmware Update Station";"30N005002475";"Firmware updated SN: 30N005002475";0;0
2613;"a1956";"2019-11-22 14:11:55";"Firmware Update Station";"30N005002503";"Firmware updated SN: 30N005002503";0;0
2614;"a1956";"2019-11-22 14:12:00";"Firmware Update Station";"30N005002140";"Firmware updated SN: 30N005002140";0;0
2615;"a1956";"2019-11-22 14:12:05";"Firmware Update Station";"30N005002111";"Firmware updated SN: 30N005002111";0;0
2616;"a1956";"2019-11-22 14:12:08";"Firmware Update Station";"30N005002143";"Firmware updated SN: 30N005002143";0;0
2617;"a1956";"2019-11-22 14:12:11";"Firmware Update Station";"30N005002047";"Firmware updated SN: 30N005002047";0;0
2618;"a1956";"2019-11-22 15:38:54";"Firmware Update Station";"30N005002051";"Firmware updated SN: 30N005002051";0;0
2619;"a1956";"2019-11-22 15:38:59";"Firmware Update Station";"30N005002072";"Firmware updated SN: 30N005002072";0;0
2620;"a1956";"2019-11-22 15:39:00";"Firmware Update Station";"30N005001656";"Firmware updated SN: 30N005001656";0;0
2621;"a1956";"2019-11-22 15:39:01";"Firmware Update Station";"30N005001954";"Firmware updated SN: 30N005001954";0;0
2622;"a1956";"2019-11-22 15:39:06";"Firmware Update Station";"30N005002403";"Firmware updated SN: 30N005002403";0;0
2623;"a1956";"2019-11-22 15:39:07";"Firmware Update Station";"30N005001915";"Firmware updated SN: 30N005001915";0;0
2624;"a1956";"2019-11-22 15:39:08";"Firmware Update Station";"30N005002488";"Firmware updated SN: 30N005002488";0;0
2625;"a1956";"2019-11-22 15:39:31";"Firmware Update Station";"30N005002269";"Firmware updated SN: 30N005002269";0;0
2626;"a1956";"2019-11-22 15:39:39";"Firmware Update Station";"30N005002351";"Firmware updated SN: 30N005002351";0;0
2627;"a1956";"2019-11-22 15:39:42";"Firmware Update Station";"30N005001977";"Firmware updated SN: 30N005001977";0;0
2628;"a1956";"2019-11-22 15:49:41";"Added to waiting list burn in";"30N004000232";"Added to burn in system. SN: 30N004000232";0;0
2629;"a1956";"2019-11-22 15:49:41";"Added to waiting list burn in";"30N004000393";"Added to burn in system. SN: 30N004000393";0;0
2630;"a1956";"2019-11-22 15:49:43";"Added to waiting list burn in";"30N004000058";"Added to burn in system. SN: 30N004000058";0;0
2631;"a1956";"2019-11-22 15:49:44";"Added to waiting list burn in";"30N004000200";"Added to burn in system. SN: 30N004000200";0;0
2632;"a1956";"2019-11-22 15:49:46";"Added to waiting list burn in";"30N004000063";"Added to burn in system. SN: 30N004000063";0;0
2633;"a1956";"2019-11-22 15:49:54";"Added to waiting list burn in";"30N005002488";"Added to burn in system. SN: 30N005002488";0;0
2634;"a1956";"2019-11-22 15:49:56";"Added to waiting list burn in";"30N005002269";"Added to burn in system. SN: 30N005002269";0;0
2635;"a1956";"2019-11-22 15:50:00";"Added to waiting list burn in";"30N005001915";"Added to burn in system. SN: 30N005001915";0;0
2636;"a1956";"2019-11-22 15:50:02";"Added to waiting list burn in";"30N005002403";"Added to burn in system. SN: 30N005002403";0;0
2637;"a1956";"2019-11-22 15:50:06";"Added to waiting list burn in";"30N005001656";"Added to burn in system. SN: 30N005001656";0;0
2638;"a1956";"2019-11-22 15:50:08";"Added to waiting list burn in";"30N005002072";"Added to burn in system. SN: 30N005002072";0;0
2639;"a1956";"2019-11-22 15:50:10";"Added to waiting list burn in";"30N005001954";"Added to burn in system. SN: 30N005001954";0;0
2640;"a1956";"2019-11-22 15:50:14";"Added to waiting list burn in";"30N005001977";"Added to burn in system. SN: 30N005001977";0;0
2641;"a1956";"2019-11-22 15:50:16";"Added to waiting list burn in";"30N005002051";"Added to burn in system. SN: 30N005002051";0;0
2642;"a1956";"2019-11-22 15:50:20";"Added to waiting list burn in";"30N005002047";"Added to burn in system. SN: 30N005002047";0;0
2643;"a1956";"2019-11-22 15:50:51";"Added to waiting list burn in";"30N005002143";"Added to burn in system. SN: 30N005002143";0;0
2644;"a1956";"2019-11-22 15:50:53";"Added to waiting list burn in";"30N005002475";"Added to burn in system. SN: 30N005002475";0;0
2645;"a1956";"2019-11-22 15:50:56";"Added to waiting list burn in";"30N005002503";"Added to burn in system. SN: 30N005002503";0;0
2646;"a1956";"2019-11-22 15:51:02";"Added to waiting list burn in";"30N005002140";"Added to burn in system. SN: 30N005002140";0;0
2647;"a1956";"2019-11-22 15:51:04";"Added to waiting list burn in";"30N005002111";"Added to burn in system. SN: 30N005002111";0;0
2648;"a1956";"2019-11-22 15:51:07";"Added to waiting list burn in";"30N005001958";"Added to burn in system. SN: 30N005001958";0;0
2649;"a1956";"2019-11-22 15:51:10";"Added to waiting list burn in";"30N005001872";"Added to burn in system. SN: 30N005001872";0;0
2650;"a1956";"2019-11-22 15:51:12";"Added to waiting list burn in";"30N005001928";"Added to burn in system. SN: 30N005001928";0;0
2651;"a1956";"2019-11-22 15:51:24";"Added to waiting list burn in";"30N005002480";"Added to burn in system. SN: 30N005002480";0;0
2652;"a1956";"2019-11-22 15:51:27";"Added to waiting list burn in";"30N005002104";"Added to burn in system. SN: 30N005002104";0;0
2653;"a1956";"2019-11-22 16:02:07";"Added to waiting list burn in";"30N004000068";"Added to burn in system. SN: 30N004000068";0;0
2654;"a1956";"2019-11-22 16:02:09";"Added to waiting list burn in";"30N004000314";"Added to burn in system. SN: 30N004000314";0;0
2655;"a1956";"2019-11-22 16:02:10";"Added to waiting list burn in";"30N004000188";"Added to burn in system. SN: 30N004000188";0;0
2656;"a1956";"2019-11-22 16:02:11";"Added to waiting list burn in";"30N004000325";"Added to burn in system. SN: 30N004000325";0;0
2657;"a1956";"2019-11-22 16:02:14";"Added to waiting list burn in";"30N004000395";"Added to burn in system. SN: 30N004000395";0;0
2658;"a1956";"2019-11-22 16:02:16";"Added to waiting list burn in";"30N004000367";"Added to burn in system. SN: 30N004000367";0;0
2659;"a1956";"2019-11-22 16:02:17";"Added to waiting list burn in";"30N004000143";"Added to burn in system. SN: 30N004000143";0;0
2660;"a1956";"2019-11-22 16:02:18";"Added to waiting list burn in";"30N004000198";"Added to burn in system. SN: 30N004000198";0;0
2661;"a1956";"2019-11-22 16:02:19";"Added to waiting list burn in";"30N004000020";"Added to burn in system. SN: 30N004000020";0;0
2662;"a1956";"2019-11-22 16:02:37";"Added to waiting list burn in";"30N004000213";"Added to burn in system. SN: 30N004000213";0;0
2663;"a1956";"2019-11-22 16:02:48";"Added to waiting list burn in";"30N004000313";"Added to burn in system. SN: 30N004000313";0;0
2664;"a1956";"2019-11-22 16:02:56";"Added to waiting list burn in";"30N004000081";"Added to burn in system. SN: 30N004000081";0;0
2665;"a1956";"2019-11-22 16:03:05";"Added to waiting list burn in";"30N004000093";"Added to burn in system. SN: 30N004000093";0;0
2666;"a1956";"2019-11-22 16:03:13";"Added to waiting list burn in";"30N004000230";"Added to burn in system. SN: 30N004000230";0;0
2667;"a1956";"2019-11-22 16:04:02";"Added to waiting list burn in";"30N004000234";"Added to burn in system. SN: 30N004000234";0;0
2668;"a1956";"2019-11-22 16:06:30";"Added to waiting list burn in";"30N004000323";"Added to burn in system. SN: 30N004000323";0;0
2669;"a1956";"2019-11-22 16:06:31";"Added to waiting list burn in";"30N004000334";"Added to burn in system. SN: 30N004000334";0;0
2670;"a1956";"2019-11-22 16:06:35";"Added to waiting list burn in";"30N004000226";"Added to burn in system. SN: 30N004000226";0;0
2671;"a1956";"2019-11-22 16:06:37";"Added to waiting list burn in";"30N004000103";"Added to burn in system. SN: 30N004000103";0;0
2672;"a1956";"2019-11-22 16:06:40";"Added to waiting list burn in";"30N004000375";"Added to burn in system. SN: 30N004000375";0;0
2673;"a1956";"2019-11-22 16:06:43";"Added to waiting list burn in";"30N004000346";"Added to burn in system. SN: 30N004000346";0;0
2674;"a1956";"2019-11-22 16:06:46";"Added to waiting list burn in";"30N004000373";"Added to burn in system. SN: 30N004000373";0;0
2675;"a1956";"2019-11-22 16:06:48";"Added to waiting list burn in";"30N004000110";"Added to burn in system. SN: 30N004000110";0;0
2676;"a1956";"2019-11-22 16:07:01";"Added to waiting list burn in";"30N004000376";"Added to burn in system. SN: 30N004000376";0;0
2677;"a1956";"2019-11-22 16:07:04";"Added to waiting list burn in";"30N004000121";"Added to burn in system. SN: 30N004000121";0;0
2678;"a1956";"2019-11-25 10:14:08";"Receiving Station";"30N004000957";"Received Controller Serial Number : 30N004000957";0;0
2679;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000200";"Started Burn In Process SN 30N004000200";0;0
2680;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000230";"Started Burn In Process SN 30N004000230";0;0
2681;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000198";"Started Burn In Process SN 30N004000198";0;0
2682;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000395";"Started Burn In Process SN 30N004000395";0;0
2683;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000110";"Started Burn In Process SN 30N004000110";0;0
2684;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000325";"Started Burn In Process SN 30N004000325";0;0
2685;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000313";"Started Burn In Process SN 30N004000313";0;0
2686;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000346";"Started Burn In Process SN 30N004000346";0;0
2687;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000081";"Started Burn In Process SN 30N004000081";0;0
2688;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000367";"Started Burn In Process SN 30N004000367";0;0
2689;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000213";"Started Burn In Process SN 30N004000213";0;0
2690;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000188";"Started Burn In Process SN 30N004000188";0;0
2691;"a1956";"2019-11-25 08:50:30";"Burn In Station";"30N004000334";"Started Burn In Process SN 30N004000334";0;0
